v1, v2, acc
v1: 19, v2: 25, acc: 48.484848484848484
v1: 19, v2: 26, acc: 48.484848484848484
v1: 19, v2: 27, acc: 48.484848484848484
v1: 19, v2: 28, acc: 48.484848484848484
v1: 19, v2: 29, acc: 48.484848484848484
v1: 19, v2: 30, acc: 48.484848484848484
v1: 19, v2: 31, acc: 48.484848484848484
v1: 20, v2: 1, acc: 48.484848484848484
v1: 20, v2: 2, acc: 48.484848484848484
v1: 20, v2: 3, acc: 48.484848484848484
v1: 20, v2: 4, acc: 48.484848484848484
v1: 20, v2: 5, acc: 48.484848484848484
v1: 20, v2: 6, acc: 48.484848484848484
v1: 20, v2: 7, acc: 48.484848484848484
v1: 20, v2: 8, acc: 48.484848484848484
v1: 20, v2: 9, acc: 48.484848484848484
v1: 20, v2: 10, acc: 48.484848484848484
v1: 20, v2: 11, acc: 48.484848484848484
v1: 20, v2: 12, acc: 48.484848484848484
v1: 20, v2: 13, acc: 48.484848484848484
v1: 20, v2: 14, acc: 48.484848484848484
v1: 20, v2: 15, acc: 48.484848484848484
v1: 20, v2: 16, acc: 48.484848484848484
v1: 20, v2: 17, acc: 48.484848484848484
v1: 20, v2: 18, acc: 48.484848484848484
v1: 20, v2: 19, acc: 48.484848484848484
v1: 20, v2: 20, acc: 48.484848484848484
v1: 20, v2: 21, acc: 48.484848484848484
v1: 20, v2: 22, acc: 48.484848484848484
v1: 20, v2: 23, acc: 48.484848484848484
v1: 20, v2: 24, acc: 48.484848484848484
v1: 20, v2: 25, acc: 48.484848484848484
v1: 20, v2: 26, acc: 48.484848484848484
v1: 20, v2: 27, acc: 48.484848484848484
v1: 20, v2: 28, acc: 48.484848484848484
v1: 20, v2: 29, acc: 48.484848484848484
v1: 20, v2: 30, acc: 48.484848484848484
v1: 20, v2: 31, acc: 48.484848484848484
v1: 21, v2: 1, acc: 48.484848484848484
v1: 21, v2: 2, acc: 48.484848484848484
v1: 21, v2: 3, acc: 48.484848484848484
v1: 21, v2: 4, acc: 48.484848484848484
v1: 21, v2: 5, acc: 48.484848484848484
v1: 21, v2: 6, acc: 48.484848484848484
v1: 21, v2: 7, acc: 48.484848484848484
v1: 21, v2: 8, acc: 48.484848484848484
v1: 21, v2: 9, acc: 48.484848484848484
v1: 21, v2: 10, acc: 48.484848484848484
v1: 21, v2: 11, acc: 48.484848484848484
v1: 21, v2: 12, acc: 48.484848484848484
v1: 21, v2: 13, acc: 48.484848484848484
v1: 21, v2: 14, acc: 48.484848484848484
v1: 21, v2: 15, acc: 48.484848484848484
v1: 21, v2: 16, acc: 48.484848484848484
v1: 21, v2: 17, acc: 48.484848484848484
v1: 21, v2: 18, acc: 48.484848484848484
v1: 21, v2: 19, acc: 48.484848484848484
v1: 21, v2: 20, acc: 48.484848484848484
v1: 21, v2: 21, acc: 48.484848484848484
v1: 21, v2: 22, acc: 48.484848484848484
v1: 21, v2: 23, acc: 48.484848484848484
v1: 21, v2: 24, acc: 48.484848484848484
v1: 21, v2: 25, acc: 48.484848484848484
v1: 21, v2: 26, acc: 48.484848484848484
v1: 21, v2: 27, acc: 48.484848484848484
v1: 21, v2: 28, acc: 48.484848484848484
v1: 21, v2: 29, acc: 48.484848484848484
v1: 21, v2: 30, acc: 48.484848484848484
v1: 21, v2: 31, acc: 48.484848484848484
v1: 22, v2: 1, acc: 48.484848484848484
v1: 22, v2: 2, acc: 48.484848484848484
v1: 22, v2: 3, acc: 48.484848484848484
v1: 22, v2: 4, acc: 48.484848484848484
v1: 22, v2: 5, acc: 48.484848484848484
v1: 22, v2: 6, acc: 48.484848484848484
v1: 22, v2: 7, acc: 48.484848484848484
v1: 22, v2: 8, acc: 48.484848484848484
v1: 22, v2: 9, acc: 48.484848484848484
v1: 22, v2: 10, acc: 48.484848484848484
v1: 22, v2: 11, acc: 48.484848484848484
v1: 22, v2: 12, acc: 48.484848484848484
v1: 22, v2: 13, acc: 48.484848484848484
v1: 22, v2: 14, acc: 48.484848484848484
v1: 22, v2: 15, acc: 48.484848484848484
v1: 22, v2: 16, acc: 48.484848484848484
v1: 22, v2: 17, acc: 48.484848484848484
v1: 22, v2: 18, acc: 48.484848484848484
v1: 22, v2: 19, acc: 48.484848484848484
v1: 22, v2: 20, acc: 48.484848484848484
v1: 22, v2: 21, acc: 48.484848484848484
v1: 22, v2: 22, acc: 48.484848484848484
v1: 22, v2: 23, acc: 48.484848484848484
v1: 22, v2: 24, acc: 48.484848484848484
v1: 22, v2: 25, acc: 48.484848484848484
v1: 22, v2: 26, acc: 48.484848484848484
v1: 22, v2: 27, acc: 48.484848484848484
v1: 22, v2: 28, acc: 48.484848484848484
v1: 22, v2: 29, acc: 48.484848484848484
v1: 22, v2: 30, acc: 48.484848484848484
v1: 22, v2: 31, acc: 48.484848484848484
v1: 23, v2: 1, acc: 48.484848484848484
v1: 23, v2: 2, acc: 48.484848484848484
v1: 23, v2: 3, acc: 48.484848484848484
v1: 23, v2: 4, acc: 48.484848484848484
v1: 23, v2: 5, acc: 48.484848484848484
v1: 23, v2: 6, acc: 48.484848484848484
v1: 23, v2: 7, acc: 48.484848484848484
v1: 23, v2: 8, acc: 48.484848484848484
v1: 23, v2: 9, acc: 48.484848484848484
v1: 23, v2: 10, acc: 48.484848484848484
v1: 23, v2: 11, acc: 48.484848484848484
v1: 23, v2: 12, acc: 48.484848484848484
v1: 23, v2: 13, acc: 48.484848484848484
v1: 23, v2: 14, acc: 48.484848484848484
v1: 23, v2: 15, acc: 48.484848484848484
v1: 23, v2: 16, acc: 48.484848484848484
v1: 23, v2: 17, acc: 48.484848484848484
v1: 23, v2: 18, acc: 48.484848484848484
v1: 23, v2: 19, acc: 48.484848484848484
v1: 23, v2: 20, acc: 48.484848484848484
v1: 23, v2: 21, acc: 48.484848484848484
v1: 23, v2: 22, acc: 48.484848484848484
v1: 23, v2: 23, acc: 48.484848484848484
v1: 23, v2: 24, acc: 48.484848484848484
v1: 23, v2: 25, acc: 48.484848484848484
v1: 23, v2: 26, acc: 48.484848484848484
v1: 23, v2: 27, acc: 48.484848484848484
v1: 23, v2: 28, acc: 48.484848484848484
v1: 23, v2: 29, acc: 48.484848484848484
v1: 23, v2: 30, acc: 48.484848484848484
v1: 23, v2: 31, acc: 48.484848484848484
v1: 24, v2: 1, acc: 48.484848484848484
v1: 24, v2: 2, acc: 48.484848484848484
v1: 24, v2: 3, acc: 48.484848484848484
v1: 24, v2: 4, acc: 48.484848484848484
v1: 24, v2: 5, acc: 48.484848484848484
v1: 24, v2: 6, acc: 48.484848484848484
v1: 24, v2: 7, acc: 48.484848484848484
v1: 24, v2: 8, acc: 48.484848484848484
v1: 24, v2: 9, acc: 48.484848484848484
v1: 24, v2: 10, acc: 48.484848484848484
v1: 24, v2: 11, acc: 48.484848484848484
v1: 24, v2: 12, acc: 48.484848484848484
v1: 24, v2: 13, acc: 48.484848484848484
v1: 24, v2: 14, acc: 48.484848484848484
v1: 24, v2: 15, acc: 48.484848484848484
v1: 24, v2: 16, acc: 48.484848484848484
v1: 24, v2: 17, acc: 48.484848484848484
v1: 24, v2: 18, acc: 48.484848484848484
v1: 24, v2: 19, acc: 48.484848484848484
v1: 24, v2: 20, acc: 48.484848484848484
v1: 24, v2: 21, acc: 48.484848484848484
v1: 24, v2: 22, acc: 48.484848484848484
v1: 24, v2: 23, acc: 48.484848484848484
v1: 24, v2: 24, acc: 48.484848484848484
v1: 24, v2: 25, acc: 48.484848484848484
v1: 24, v2: 26, acc: 48.484848484848484
v1: 24, v2: 27, acc: 48.484848484848484
v1: 24, v2: 28, acc: 48.484848484848484
v1: 24, v2: 29, acc: 48.484848484848484
v1: 24, v2: 30, acc: 48.484848484848484
v1: 24, v2: 31, acc: 48.484848484848484
v1: 25, v2: 1, acc: 48.484848484848484
v1: 25, v2: 2, acc: 48.484848484848484
v1: 25, v2: 3, acc: 48.484848484848484
v1: 25, v2: 4, acc: 48.484848484848484
v1: 25, v2: 5, acc: 48.484848484848484
v1: 25, v2: 6, acc: 48.484848484848484
v1: 25, v2: 7, acc: 48.484848484848484
v1: 25, v2: 8, acc: 48.484848484848484
v1: 25, v2: 9, acc: 48.484848484848484
v1: 25, v2: 10, acc: 48.484848484848484
v1: 25, v2: 11, acc: 48.484848484848484
v1: 25, v2: 12, acc: 48.484848484848484
v1: 25, v2: 13, acc: 48.484848484848484
v1: 25, v2: 14, acc: 48.484848484848484
v1: 25, v2: 15, acc: 48.484848484848484
v1: 25, v2: 16, acc: 48.484848484848484
v1: 25, v2: 17, acc: 48.484848484848484
v1: 25, v2: 18, acc: 48.484848484848484
v1: 25, v2: 19, acc: 48.484848484848484
v1: 25, v2: 20, acc: 48.484848484848484
v1: 25, v2: 21, acc: 48.484848484848484
v1: 25, v2: 22, acc: 48.484848484848484
v1: 25, v2: 23, acc: 48.484848484848484
v1: 25, v2: 24, acc: 48.484848484848484
v1: 25, v2: 25, acc: 48.484848484848484
v1: 25, v2: 26, acc: 48.484848484848484
v1: 25, v2: 27, acc: 48.484848484848484
v1: 25, v2: 28, acc: 48.484848484848484
v1: 25, v2: 29, acc: 48.484848484848484
v1: 25, v2: 30, acc: 48.484848484848484
v1: 25, v2: 31, acc: 48.484848484848484
v1: 26, v2: 1, acc: 48.484848484848484
v1: 26, v2: 2, acc: 48.484848484848484
v1: 26, v2: 3, acc: 48.484848484848484
v1: 26, v2: 4, acc: 48.484848484848484
v1: 26, v2: 5, acc: 48.484848484848484
v1: 26, v2: 6, acc: 48.484848484848484
v1: 26, v2: 7, acc: 48.484848484848484
v1: 26, v2: 8, acc: 48.484848484848484
v1: 26, v2: 9, acc: 48.484848484848484
v1: 26, v2: 10, acc: 48.484848484848484
v1: 26, v2: 11, acc: 48.484848484848484
v1: 26, v2: 12, acc: 48.484848484848484
v1: 26, v2: 13, acc: 48.484848484848484
v1: 26, v2: 14, acc: 48.484848484848484
v1: 26, v2: 15, acc: 48.484848484848484
v1: 26, v2: 16, acc: 48.484848484848484
v1: 26, v2: 17, acc: 48.484848484848484
v1: 26, v2: 18, acc: 48.484848484848484
v1: 26, v2: 19, acc: 48.484848484848484
v1: 26, v2: 20, acc: 48.484848484848484
v1: 26, v2: 21, acc: 48.484848484848484
v1: 26, v2: 22, acc: 48.484848484848484
v1: 26, v2: 23, acc: 48.484848484848484
v1: 26, v2: 24, acc: 48.484848484848484
v1: 26, v2: 25, acc: 48.484848484848484
v1: 26, v2: 26, acc: 48.484848484848484
v1: 26, v2: 27, acc: 48.484848484848484
v1: 26, v2: 28, acc: 48.484848484848484
v1: 26, v2: 29, acc: 48.484848484848484
v1: 26, v2: 30, acc: 48.484848484848484
v1: 26, v2: 31, acc: 48.484848484848484
v1: 27, v2: 1, acc: 48.484848484848484
v1: 27, v2: 2, acc: 48.484848484848484
v1: 27, v2: 3, acc: 48.484848484848484
v1: 27, v2: 4, acc: 48.484848484848484
v1: 27, v2: 5, acc: 48.484848484848484
v1: 27, v2: 6, acc: 48.484848484848484
v1: 27, v2: 7, acc: 48.484848484848484
v1: 27, v2: 8, acc: 48.484848484848484
v1: 27, v2: 9, acc: 48.484848484848484
v1: 27, v2: 10, acc: 48.484848484848484
v1: 27, v2: 11, acc: 48.484848484848484
v1: 27, v2: 12, acc: 48.484848484848484
v1: 27, v2: 13, acc: 48.484848484848484
v1: 27, v2: 14, acc: 48.484848484848484
v1: 27, v2: 15, acc: 48.484848484848484
v1: 27, v2: 16, acc: 48.484848484848484
v1: 27, v2: 17, acc: 48.484848484848484
v1: 27, v2: 18, acc: 48.484848484848484
v1: 27, v2: 19, acc: 48.484848484848484
v1: 27, v2: 20, acc: 48.484848484848484
v1: 27, v2: 21, acc: 48.484848484848484
v1: 27, v2: 22, acc: 48.484848484848484
v1: 27, v2: 23, acc: 48.484848484848484
v1: 27, v2: 24, acc: 48.484848484848484
v1: 27, v2: 25, acc: 48.484848484848484
v1: 27, v2: 26, acc: 48.484848484848484
v1: 27, v2: 27, acc: 48.484848484848484
v1: 27, v2: 28, acc: 48.484848484848484
v1: 27, v2: 29, acc: 48.484848484848484
v1: 27, v2: 30, acc: 48.484848484848484
v1: 27, v2: 31, acc: 48.484848484848484
v1: 28, v2: 1, acc: 48.484848484848484
v1: 28, v2: 2, acc: 48.484848484848484
v1: 28, v2: 3, acc: 48.484848484848484
v1: 28, v2: 4, acc: 48.484848484848484
v1: 28, v2: 5, acc: 48.484848484848484
v1: 28, v2: 6, acc: 48.484848484848484
v1: 28, v2: 7, acc: 48.484848484848484
v1: 28, v2: 8, acc: 48.484848484848484
v1: 28, v2: 9, acc: 48.484848484848484
v1: 28, v2: 10, acc: 48.484848484848484
v1: 28, v2: 11, acc: 48.484848484848484
v1: 28, v2: 12, acc: 48.484848484848484
v1: 28, v2: 13, acc: 48.484848484848484
v1: 28, v2: 14, acc: 48.484848484848484
v1: 28, v2: 15, acc: 48.484848484848484
v1: 28, v2: 16, acc: 48.484848484848484
v1: 28, v2: 17, acc: 48.484848484848484
v1: 28, v2: 18, acc: 48.484848484848484
v1: 28, v2: 19, acc: 48.484848484848484
v1: 28, v2: 20, acc: 48.484848484848484
v1: 28, v2: 21, acc: 48.484848484848484
v1: 28, v2: 22, acc: 48.484848484848484
v1: 28, v2: 23, acc: 48.484848484848484
v1: 28, v2: 24, acc: 48.484848484848484
v1: 28, v2: 25, acc: 48.484848484848484
v1: 28, v2: 26, acc: 48.484848484848484
v1: 28, v2: 27, acc: 48.484848484848484
v1: 28, v2: 28, acc: 48.484848484848484
v1: 28, v2: 29, acc: 48.484848484848484
v1: 28, v2: 30, acc: 48.484848484848484
v1: 28, v2: 31, acc: 48.484848484848484
v1: 29, v2: 1, acc: 48.484848484848484
v1: 29, v2: 2, acc: 48.484848484848484
v1: 29, v2: 3, acc: 48.484848484848484
v1: 29, v2: 4, acc: 48.484848484848484
v1: 29, v2: 5, acc: 48.484848484848484
v1: 29, v2: 6, acc: 48.484848484848484
v1: 29, v2: 7, acc: 48.484848484848484
v1: 29, v2: 8, acc: 48.484848484848484
v1: 29, v2: 9, acc: 48.484848484848484
v1: 29, v2: 10, acc: 48.484848484848484
v1: 29, v2: 11, acc: 48.484848484848484
v1: 29, v2: 12, acc: 48.484848484848484
v1: 29, v2: 13, acc: 48.484848484848484
v1: 29, v2: 14, acc: 48.484848484848484
v1: 29, v2: 15, acc: 48.484848484848484
v1: 29, v2: 16, acc: 48.484848484848484
v1: 29, v2: 17, acc: 48.484848484848484
v1: 29, v2: 18, acc: 48.484848484848484
v1: 29, v2: 19, acc: 48.484848484848484
v1: 29, v2: 20, acc: 48.484848484848484
v1: 29, v2: 21, acc: 48.484848484848484
v1: 29, v2: 22, acc: 48.484848484848484
v1: 29, v2: 23, acc: 48.484848484848484
v1: 29, v2: 24, acc: 48.484848484848484
v1: 29, v2: 25, acc: 48.484848484848484
v1: 29, v2: 26, acc: 48.484848484848484
v1: 29, v2: 27, acc: 48.484848484848484
v1: 29, v2: 28, acc: 48.484848484848484
v1: 29, v2: 29, acc: 48.484848484848484
v1: 29, v2: 30, acc: 48.484848484848484
v1: 29, v2: 31, acc: 48.484848484848484
v1: 30, v2: 1, acc: 48.484848484848484
v1: 30, v2: 2, acc: 48.484848484848484
v1: 30, v2: 3, acc: 48.484848484848484
v1: 30, v2: 4, acc: 48.484848484848484
v1: 30, v2: 5, acc: 48.484848484848484
v1: 30, v2: 6, acc: 48.484848484848484
v1: 30, v2: 7, acc: 48.484848484848484
v1: 30, v2: 8, acc: 48.484848484848484
v1: 30, v2: 9, acc: 48.484848484848484
v1: 30, v2: 10, acc: 48.484848484848484
v1: 30, v2: 11, acc: 48.484848484848484
v1: 30, v2: 12, acc: 48.484848484848484
v1: 30, v2: 13, acc: 48.484848484848484
v1: 30, v2: 14, acc: 48.484848484848484
v1: 30, v2: 15, acc: 48.484848484848484
v1: 30, v2: 16, acc: 48.484848484848484
v1: 30, v2: 17, acc: 48.484848484848484
v1: 30, v2: 18, acc: 48.484848484848484
v1: 30, v2: 19, acc: 48.484848484848484
v1: 30, v2: 20, acc: 48.484848484848484
v1: 30, v2: 21, acc: 48.484848484848484
v1: 30, v2: 22, acc: 48.484848484848484
v1: 30, v2: 23, acc: 48.484848484848484
v1: 30, v2: 24, acc: 48.484848484848484
v1: 30, v2: 25, acc: 48.484848484848484
v1: 30, v2: 26, acc: 48.484848484848484
v1: 30, v2: 27, acc: 48.484848484848484
v1: 30, v2: 28, acc: 48.484848484848484
v1: 30, v2: 29, acc: 48.484848484848484
v1: 30, v2: 30, acc: 48.484848484848484
v1: 30, v2: 31, acc: 48.484848484848484
v1: 31, v2: 1, acc: 48.484848484848484
v1: 31, v2: 2, acc: 48.484848484848484
v1: 31, v2: 3, acc: 48.484848484848484
v1: 31, v2: 4, acc: 48.484848484848484
v1: 31, v2: 5, acc: 48.484848484848484
v1: 31, v2: 6, acc: 48.484848484848484
v1: 31, v2: 7, acc: 48.484848484848484
v1: 31, v2: 8, acc: 48.484848484848484
v1: 31, v2: 9, acc: 48.484848484848484
v1: 31, v2: 10, acc: 48.484848484848484
v1: 31, v2: 11, acc: 48.484848484848484
v1: 31, v2: 12, acc: 48.484848484848484
v1: 31, v2: 13, acc: 48.484848484848484
v1: 31, v2: 14, acc: 48.484848484848484
v1: 31, v2: 15, acc: 48.484848484848484
v1: 31, v2: 16, acc: 48.484848484848484
v1: 31, v2: 17, acc: 48.484848484848484
v1: 31, v2: 18, acc: 48.484848484848484
v1: 31, v2: 19, acc: 48.484848484848484
v1: 31, v2: 20, acc: 48.484848484848484
v1: 31, v2: 21, acc: 48.484848484848484
v1: 31, v2: 22, acc: 48.484848484848484
v1: 31, v2: 23, acc: 48.484848484848484
v1: 31, v2: 24, acc: 48.484848484848484
v1: 31, v2: 25, acc: 48.484848484848484
v1: 31, v2: 26, acc: 48.484848484848484
v1: 31, v2: 27, acc: 48.484848484848484
v1: 31, v2: 28, acc: 48.484848484848484
v1: 31, v2: 29, acc: 48.484848484848484
v1: 31, v2: 30, acc: 48.484848484848484
v1: 31, v2: 31, acc: 48.484848484848484
v1: 32, v2: 10, acc: 52.27272727272727
v1: 32, v2: 11, acc: 52.27272727272727
v1: 32, v2: 12, acc: 52.27272727272727
v1: 32, v2: 13, acc: 52.27272727272727
v1: 32, v2: 14, acc: 52.27272727272727
v1: 32, v2: 15, acc: 52.27272727272727
v1: 32, v2: 16, acc: 52.27272727272727
v1: 32, v2: 10, acc: 54.54545454545455
v1: 32, v2: 17, acc: 52.27272727272727
v1: 32, v2: 11, acc: 54.54545454545455
v1: 32, v2: 18, acc: 52.27272727272727
v1: 32, v2: 12, acc: 54.54545454545455
v1: 32, v2: 19, acc: 52.27272727272727
v1: 32, v2: 13, acc: 54.54545454545455
v1: 33, v2: 10, acc: 52.27272727272727
v1: 32, v2: 14, acc: 54.54545454545455
v1: 33, v2: 11, acc: 52.27272727272727
v1: 32, v2: 15, acc: 54.54545454545455
v1: 33, v2: 12, acc: 52.27272727272727
v1: 32, v2: 16, acc: 54.54545454545455
v1: 33, v2: 13, acc: 52.27272727272727
v1: 32, v2: 17, acc: 54.54545454545455
v1: 33, v2: 14, acc: 52.27272727272727
v1: 32, v2: 18, acc: 54.54545454545455
v1: 33, v2: 15, acc: 52.27272727272727
v1: 32, v2: 19, acc: 54.54545454545455
v1: 33, v2: 16, acc: 52.27272727272727
v1: 33, v2: 10, acc: 54.54545454545455
v1: 33, v2: 17, acc: 52.27272727272727
v1: 33, v2: 11, acc: 54.54545454545455
v1: 33, v2: 18, acc: 52.27272727272727
v1: 33, v2: 12, acc: 54.54545454545455
v1: 33, v2: 19, acc: 52.27272727272727
v1: 33, v2: 13, acc: 54.54545454545455
v1: 34, v2: 10, acc: 52.27272727272727
v1: 33, v2: 14, acc: 54.54545454545455
v1: 34, v2: 11, acc: 52.27272727272727
v1: 33, v2: 15, acc: 54.54545454545455
v1: 34, v2: 12, acc: 52.27272727272727
v1: 33, v2: 16, acc: 54.54545454545455
v1: 34, v2: 13, acc: 52.27272727272727
v1: 33, v2: 17, acc: 54.54545454545455
v1: 34, v2: 14, acc: 52.27272727272727
v1: 33, v2: 18, acc: 54.54545454545455
v1: 34, v2: 15, acc: 52.27272727272727
v1: 33, v2: 19, acc: 54.54545454545455
v1: 34, v2: 16, acc: 52.27272727272727
v1: 34, v2: 10, acc: 54.54545454545455
v1: 34, v2: 17, acc: 52.27272727272727
v1: 34, v2: 11, acc: 54.54545454545455
v1: 34, v2: 18, acc: 52.27272727272727
v1: 34, v2: 12, acc: 54.54545454545455
v1: 34, v2: 19, acc: 52.27272727272727
v1: 34, v2: 13, acc: 54.54545454545455
v1: 35, v2: 10, acc: 52.27272727272727
v1: 34, v2: 14, acc: 54.54545454545455
v1: 35, v2: 11, acc: 52.27272727272727
v1: 34, v2: 15, acc: 54.54545454545455
v1: 35, v2: 12, acc: 52.27272727272727
v1: 34, v2: 16, acc: 54.54545454545455
v1: 35, v2: 13, acc: 52.27272727272727
v1: 34, v2: 17, acc: 54.54545454545455
v1: 35, v2: 14, acc: 52.27272727272727
v1: 34, v2: 18, acc: 54.54545454545455
v1: 35, v2: 15, acc: 52.27272727272727
v1: 34, v2: 19, acc: 54.54545454545455
v1: 35, v2: 16, acc: 52.27272727272727
v1: 35, v2: 10, acc: 54.54545454545455
v1: 35, v2: 17, acc: 52.27272727272727
v1: 35, v2: 11, acc: 54.54545454545455
v1: 35, v2: 18, acc: 52.27272727272727
v1: 35, v2: 12, acc: 54.54545454545455
v1: 35, v2: 19, acc: 52.27272727272727
v1: 35, v2: 13, acc: 54.54545454545455
v1: 36, v2: 10, acc: 52.27272727272727
v1: 35, v2: 14, acc: 54.54545454545455
v1: 36, v2: 11, acc: 52.27272727272727
v1: 35, v2: 15, acc: 54.54545454545455
v1: 36, v2: 12, acc: 52.27272727272727
v1: 35, v2: 16, acc: 54.54545454545455
v1: 36, v2: 13, acc: 52.27272727272727
v1: 35, v2: 17, acc: 54.54545454545455
v1: 36, v2: 14, acc: 52.27272727272727
v1: 35, v2: 18, acc: 54.54545454545455
v1: 36, v2: 15, acc: 52.27272727272727
v1: 35, v2: 19, acc: 54.54545454545455
v1: 36, v2: 16, acc: 52.27272727272727
v1: 36, v2: 10, acc: 54.54545454545455
v1: 36, v2: 17, acc: 52.27272727272727
v1: 36, v2: 11, acc: 54.54545454545455
v1: 36, v2: 18, acc: 52.27272727272727
v1: 36, v2: 12, acc: 54.54545454545455
v1: 36, v2: 19, acc: 52.27272727272727
v1: 36, v2: 13, acc: 54.54545454545455
v1: 36, v2: 14, acc: 54.54545454545455
v1: 36, v2: 15, acc: 54.54545454545455
v1: 36, v2: 16, acc: 54.54545454545455
v1: 36, v2: 17, acc: 54.54545454545455
v1: 36, v2: 18, acc: 54.54545454545455
v1: 36, v2: 19, acc: 54.54545454545455
v1: 37, v2: 10, acc: 54.54545454545455
v1: 37, v2: 11, acc: 54.54545454545455
v1: 37, v2: 12, acc: 54.54545454545455
v1: 37, v2: 13, acc: 54.54545454545455
v1: 37, v2: 14, acc: 54.54545454545455
v1: 37, v2: 15, acc: 54.54545454545455
v1: 37, v2: 16, acc: 54.54545454545455
v1: 37, v2: 17, acc: 54.54545454545455
v1: 37, v2: 18, acc: 54.54545454545455
v1: 37, v2: 19, acc: 54.54545454545455
v1: 38, v2: 10, acc: 54.54545454545455
v1: 38, v2: 11, acc: 54.54545454545455
v1: 38, v2: 12, acc: 54.54545454545455
v1: 38, v2: 13, acc: 54.54545454545455
v1: 38, v2: 14, acc: 54.54545454545455
v1: 38, v2: 15, acc: 54.54545454545455
v1: 38, v2: 16, acc: 54.54545454545455
v1: 38, v2: 17, acc: 54.54545454545455
v1: 38, v2: 18, acc: 54.54545454545455
v1: 38, v2: 19, acc: 54.54545454545455
v1: 39, v2: 10, acc: 54.54545454545455
v1: 39, v2: 11, acc: 54.54545454545455
v1: 39, v2: 12, acc: 54.54545454545455
v1: 39, v2: 13, acc: 54.54545454545455
v1: 39, v2: 14, acc: 54.54545454545455
v1: 39, v2: 15, acc: 54.54545454545455
v1: 39, v2: 16, acc: 54.54545454545455
v1: 39, v2: 17, acc: 54.54545454545455
v1: 39, v2: 18, acc: 54.54545454545455
v1: 39, v2: 19, acc: 54.54545454545455
v1: 32, v2: 10, acc: 52.27272727272727
v1: 32, v2: 11, acc: 52.27272727272727
v1: 32, v2: 12, acc: 52.27272727272727
v1: 32, v2: 10, acc: 44.696969696969695
v1: 32, v2: 11, acc: 44.696969696969695
v1: 32, v2: 12, acc: 44.696969696969695
v1: 32, v2: 13, acc: 44.696969696969695
v1: 32, v2: 14, acc: 44.696969696969695
v1: 32, v2: 15, acc: 44.696969696969695
v1: 32, v2: 16, acc: 44.696969696969695
v1: 32, v2: 17, acc: 44.696969696969695
v1: 32, v2: 18, acc: 44.696969696969695
v1: 32, v2: 19, acc: 44.696969696969695
v1: 33, v2: 10, acc: 44.696969696969695
v1: 32, v2: 10, acc: 50.0
v1: 32, v2: 11, acc: 50.0
v1: 32, v2: 10, acc: 56.06060606060606
v1: 32, v2: 11, acc: 56.06060606060606
v1: 32, v2: 10, acc: 54.54545454545455
v1: 32, v2: 11, acc: 54.54545454545455
v1: 32, v2: 12, acc: 54.54545454545455
v1: 32, v2: 13, acc: 54.54545454545455
v1: 32, v2: 14, acc: 54.54545454545455
v1: 32, v2: 10, acc: 41.666666666666664
v1: 32, v2: 10, acc: 46.21212121212121
v1: 32, v2: 11, acc: 46.21212121212121
v1: 32, v2: 12, acc: 46.21212121212121
v1: 32, v2: 10, acc: 48.484848484848484
v1: 32, v2: 11, acc: 53.03030303030303
v1: 32, v2: 12, acc: 51.515151515151516
v1: 32, v2: 13, acc: 50.75757575757576
v1: 32, v2: 14, acc: 50.0
v1: 32, v2: 15, acc: 51.515151515151516
v1: 32, v2: 16, acc: 48.484848484848484
v1: 32, v2: 17, acc: 44.696969696969695
v1: 32, v2: 18, acc: 52.27272727272727
v1: 32, v2: 19, acc: 51.515151515151516
v1: 33, v2: 10, acc: 46.21212121212121
v1: 33, v2: 11, acc: 53.03030303030303
v1: 33, v2: 12, acc: 51.515151515151516
v1: 33, v2: 13, acc: 43.18181818181818
v1: 33, v2: 14, acc: 46.21212121212121
v1: 33, v2: 15, acc: 45.45454545454545
v1: 33, v2: 16, acc: 44.696969696969695
v1: 33, v2: 17, acc: 46.21212121212121
v1: 33, v2: 18, acc: 42.42424242424242
v1: 33, v2: 19, acc: 51.515151515151516
v1: 34, v2: 10, acc: 49.24242424242424
v1: 34, v2: 11, acc: 56.06060606060606
v1: 34, v2: 12, acc: 51.515151515151516
v1: 34, v2: 13, acc: 53.03030303030303
v1: 34, v2: 14, acc: 48.484848484848484
v1: 34, v2: 15, acc: 48.484848484848484
v1: 34, v2: 16, acc: 55.303030303030305
v1: 34, v2: 17, acc: 52.27272727272727
v1: 34, v2: 18, acc: 47.72727272727273
v1: 34, v2: 19, acc: 48.484848484848484
v1: 35, v2: 10, acc: 55.303030303030305
v1: 35, v2: 11, acc: 48.484848484848484
v1: 35, v2: 12, acc: 47.72727272727273
v1: 35, v2: 13, acc: 44.696969696969695
v1: 35, v2: 14, acc: 52.27272727272727
v1: 35, v2: 15, acc: 46.21212121212121
v1: 35, v2: 16, acc: 53.03030303030303
v1: 35, v2: 17, acc: 51.515151515151516
v1: 35, v2: 18, acc: 50.0
v1: 35, v2: 19, acc: 51.515151515151516
v1: 36, v2: 10, acc: 47.72727272727273
v1: 36, v2: 11, acc: 49.24242424242424
v1: 36, v2: 12, acc: 43.93939393939394
v1: 36, v2: 13, acc: 50.0
v1: 36, v2: 14, acc: 49.24242424242424
v1: 36, v2: 15, acc: 52.27272727272727
v1: 36, v2: 16, acc: 48.484848484848484
